City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,val-d'or,48.1002,-77.7828,2.02,56,100,4.23,CA,1711919833
364,comodoro rivadavia,-45.8667,-67.5,18.92,19,0,5.14,AR,1711919931
365,riyadh,24.6877,46.7219,19.08,68,100,2.37,SA,1711919696
366,hermanus,-34.4187,19.2345,17.67,84,99,6.27,ZA,1711919978
367,changji,44.0167,87.3167,5.44,87,75,3.0,CN,1711919979
368,bayganin,48.6947,55.8742,3.6,76,27,3.72,KZ,1711919979
369,federacion,-31.0062,-57.8996,23.1,97,100,1.9,AR,1711919979
370,oltinko'l,40.8011,72.1634,10.79,41,1,3.22,UZ,1711919979
371,verkhnevilyuysk,63.4453,120.3167,-25.5,100,15,1.67,RU,1711919979
372,arvayheer,46.2639,102.775,1.99,76,84,4.8,MN,1711919979
373,nchelenge,-9.3451,28.734,21.21,89,100,1.7,ZM,1711919980
374,pisco,-13.7,-76.2167,26.03,65,84,11.32,PE,1711919980
375,oruro,-17.9833,-67.15,12.1,62,100,6.79,BO,1711919835
376,trindade,-16.6494,-49.4889,27.86,89,93,0.87,BR,1711919801
377,bandon,51.7469,-8.7425,8.77,96,91,3.29,IE,1711919981
378,sena madureira,-9.0656,-68.6569,27.4,93,73,1.19,BR,1711919981
379,long beach,33.767,-118.1892,18.56,80,40,6.69,US,1711919981
380,solhan,38.9634,41.0293,8.71,45,0,0.54,TR,1711919981
381,sao joao da barra,-21.6403,-41.0511,25.05,88,10,4.66,BR,1711919981
382,kouango,4.9934,19.9619,28.51,55,73,4.34,CF,1711919982
383,utrik,11.2278,169.8474,27.06,76,48,8.78,MH,1711919982
384,misratah,32.3754,15.0925,22.13,51,0,5.12,LY,1711919982
385,yarmouth,41.7057,-70.2286,14.42,59,0,4.12,US,1711919982
386,fale old settlement,-9.3852,-171.2468,29.78,75,90,7.03,TK,1711919982
387,kili,5.6439,169.1211,28.12,81,100,8.91,MH,1711919982
388,kodinsk,58.6881,99.1844,-2.99,92,98,5.33,RU,1711919983
389,krasnokamensk,50.0979,118.0369,-13.5,82,1,1.63,RU,1711919983
390,kaitong,44.8135,123.15,-4.91,52,0,3.03,CN,1711919983
391,shingu,33.7333,135.9833,14.07,91,69,2.88,JP,1711919983
392,tsiombe,-25.3,45.4833,22.41,84,69,8.14,MG,1711919983
393,morant bay,17.8815,-76.4093,30.79,71,34,6.41,JM,1711919984
394,moose jaw,50.4001,-105.5344,2.68,53,89,2.82,CA,1711919752
395,betio village,1.358,172.9211,28.1,80,35,6.73,KI,1711919984
396,mirny,62.5353,113.9611,-25.93,100,100,1.48,RU,1711919984
397,semnan,35.5729,53.3971,11.14,34,27,2.91,IR,1711919984
398,conception bay south,47.4999,-52.9981,4.75,78,100,3.47,CA,1711919984
399,bogale,16.2833,95.4,24.08,74,0,2.82,MM,1711919985
400,nuuk,64.1835,-51.7216,1.34,55,75,10.29,GL,1711919985
401,rasskazovo,52.6714,41.9033,9.12,89,19,3.27,RU,1711919985
402,huicheng,23.0385,116.2899,23.81,94,83,1.92,CN,1711919985
403,meybod,32.2501,54.0166,17.01,21,0,3.39,IR,1711919985
404,george town,5.4112,100.3354,26.96,89,20,1.03,MY,1711919879
405,altar,30.7,-111.8167,15.14,69,100,6.41,MX,1711919986
406,krutaya gorka,55.3649,73.2231,0.82,99,100,3.98,RU,1711919986
407,chinde,26.8418,88.0763,17.17,49,0,2.56,NP,1711919986
408,bamboo flat,11.7,92.7167,26.05,100,8,1.03,IN,1711919986
409,crescent city,41.756,-124.2018,17.32,74,0,9.26,US,1711919844
410,coracora,-15.0333,-73.7833,15.75,58,100,4.6,PE,1711919987
411,ploneour-lanvern,47.9,-4.2833,8.16,85,21,4.26,FR,1711919987
412,zhezqazghan,47.7833,67.7667,2.17,54,10,2.62,KZ,1711919987
413,tazovsky,67.4667,78.7,-23.81,100,100,2.29,RU,1711919987
414,kolwezi,-10.7148,25.4667,17.17,96,100,1.79,CD,1711919987
415,zaozersk,69.4005,32.4476,-13.8,89,65,1.98,RU,1711919987
416,dillon,34.4166,-79.3712,28.91,44,3,4.96,US,1711919985
417,sao borja,-28.6606,-56.0044,28.91,53,99,1.81,BR,1711919988
418,tofol,5.3248,163.0078,28.07,80,100,9.74,FM,1711919988
419,floro,61.5996,5.0328,6.24,100,100,0.0,NO,1711919988
420,brookings,44.3114,-96.7984,5.66,69,100,6.17,US,1711919988
421,itupiranga,-5.1347,-49.3267,29.18,91,35,1.1,BR,1711919989
422,taoudenni,22.6783,-3.9836,30.6,15,95,1.68,ML,1711919989
423,weno,7.4515,151.8468,27.97,94,100,4.63,FM,1711919989
424,lodja,-3.4833,23.4333,22.7,88,90,0.88,CD,1711919989
425,haiku-pauwela,20.9219,-156.3051,26.76,65,40,6.69,US,1711919989
426,boguchany,58.3814,97.4531,-3.41,88,97,4.47,RU,1711919990
427,quellon,-43.1167,-73.6167,10.72,65,16,3.2,CL,1711919990
428,kimbe,-5.5502,150.1429,25.32,94,100,0.53,PG,1711919990
429,palmer,42.1584,-72.3287,14.02,38,20,4.12,US,1711919990
430,vernal,40.4555,-109.5287,10.84,57,40,6.69,US,1711919990
431,zhujiajiao,31.1076,121.057,12.24,93,1,2.01,CN,1711919990
432,santiago de cao,-7.9589,-79.2392,23.07,83,0,4.63,PE,1711919991
433,banda aceh,5.5577,95.3222,27.38,80,100,2.17,ID,1711919991
434,lokhvytsya,50.3678,33.2602,13.21,58,12,4.86,UA,1711919991
435,kruisfontein,-34.0033,24.7314,19.66,76,65,7.5,ZA,1711919991
436,bequimao,-2.4489,-44.7825,25.72,93,50,2.02,BR,1711919991
437,kavaratti,10.5669,72.642,28.44,72,0,4.28,IN,1711919957
438,minas de marcona,-15.2119,-75.1103,20.72,66,50,7.42,PE,1711919991
439,kingston,17.997,-76.7936,31.76,58,36,1.69,JM,1711919754
440,syanno,54.8106,29.7069,15.59,74,100,7.22,BY,1711919992
441,khangarh,29.9173,71.1618,19.04,42,99,1.77,PK,1711919992
442,praia da vitoria,38.7333,-27.0667,14.31,62,20,3.48,PT,1711919992
443,vedaraniyam,10.3667,79.85,27.91,79,14,5.12,IN,1711919992
444,freguesia do ribeirao da ilha,-27.7177,-48.5627,26.58,73,40,3.09,BR,1711919993
445,mantua,45.1667,10.7833,15.55,90,100,2.68,IT,1711919993
446,isla vista,34.4133,-119.861,17.47,78,75,3.09,US,1711919993
447,banjar,-8.19,114.9675,25.62,92,100,2.38,ID,1711919993
448,the pas,53.8251,-101.2541,-2.99,50,100,1.54,CA,1711919993
449,abou el hassan,36.4166,1.1962,13.65,78,70,7.38,DZ,1711919993
450,ocean shores,46.9737,-124.1563,16.64,71,0,5.14,US,1711919899
451,dakhla,23.6848,-15.958,18.7,79,16,5.42,EH,1711919994
452,kargasok,59.0556,80.8572,-13.35,97,54,1.79,RU,1711919994
453,iwanai,42.9744,140.5089,1.64,81,57,2.91,JP,1711919994
454,kerikeri,-35.2268,173.9474,17.17,89,98,1.03,NZ,1711919994
455,dunedin,-45.8742,170.5036,11.56,84,99,2.42,NZ,1711919889
456,stanovoye,52.7638,38.3582,11.12,84,60,3.67,RU,1711919995
457,paracuru,-3.41,-39.0306,24.18,89,100,0.26,BR,1711919995
458,cidreira,-30.1811,-50.2056,24.52,76,96,3.12,BR,1711919995
459,bamnet narong,15.4992,101.6897,28.48,53,0,5.33,TH,1711919995
460,kinablangan,7.6947,126.5503,24.46,85,21,1.12,PH,1711919995
461,placido de castro,-10.3353,-67.1856,29.75,72,94,1.16,BR,1711919996
462,ibshaway,29.358,30.6814,23.44,44,80,7.39,EG,1711919996
463,yuzhno-kurilsk,44.0306,145.8556,0.21,95,52,0.73,RU,1711919996
464,prince rupert,54.3161,-130.3201,9.05,87,100,7.72,CA,1711919812
465,monteagudo,-19.8167,-63.9833,27.5,61,97,0.1,BO,1711919996
466,las terrenas,19.311,-69.5428,28.93,74,20,3.09,DO,1711919996
467,brooks,50.5834,-111.8851,1.79,75,7,4.63,CA,1711919997
468,vila franca do campo,37.7167,-25.4333,14.23,66,56,3.18,PT,1711919997
469,brosteni,47.2333,25.7,15.52,66,90,2.74,RO,1711919997
470,bakanas,44.8081,76.2772,4.44,51,10,3.03,KZ,1711919997
471,georgievka,49.3314,81.5761,0.19,78,24,1.64,KZ,1711919997
472,kirishi,59.4471,32.0205,9.46,89,100,3.29,RU,1711919998
473,proletarsk,46.7031,41.7192,12.3,66,0,2.55,RU,1711919998
474,cimin,39.7101,39.7021,2.04,70,0,0.51,TR,1711919998
475,bukhara,39.7747,64.4286,8.97,53,0,2.06,UZ,1711919998
476,penha,-26.7694,-48.6458,27.16,83,20,4.63,BR,1711919913
477,bonthe,7.5264,-12.505,26.72,81,8,4.1,SL,1711919999
478,saquarema,-22.92,-42.5103,24.02,89,2,1.91,BR,1711919759
479,yichang,30.7144,111.2847,19.02,89,66,0.6,CN,1711919999
480,porbandar,21.6422,69.6093,24.26,76,77,4.56,IN,1711919999
481,magadi,12.9667,77.2333,25.09,55,42,2.04,IN,1711919999
482,klaksvik,62.2266,-6.589,4.51,75,77,1.5,FO,1711919999
483,kangdong-up,39.1425,126.0961,2.89,50,1,0.67,KP,1711920000
484,rumbek,6.802,29.6912,29.56,51,99,2.79,SS,1711920000
485,arar,30.9753,41.0381,19.01,39,0,2.06,SA,1711920000
486,beau vallon,-20.4189,57.6953,24.0,89,91,3.32,MU,1711919718
487,turkmenbasy,40.0222,52.9552,8.43,93,0,3.09,TM,1711920000
488,les cayes,18.2,-73.75,25.38,80,100,2.44,HT,1711920000
489,yoko,5.5333,12.3167,21.93,85,100,3.48,CM,1711920001
490,la ronge,55.1001,-105.2842,1.12,43,20,4.63,CA,1711920001
491,manzini,-26.25,31.5,19.19,84,100,1.18,SZ,1711920001
492,neiafu,-18.65,-173.9833,28.13,82,78,5.89,TO,1711920001
493,portstewart,55.1813,-6.714,8.83,74,88,5.02,GB,1711920001
494,usinsk,65.9939,57.5281,-3.29,74,100,5.36,RU,1711920002
495,khoyniki,51.8911,29.9552,15.91,71,100,5.29,BY,1711920002
496,anna regina,7.2644,-58.5077,28.75,69,89,3.69,GY,1711920002
497,jiuquan,39.7432,98.5174,8.84,30,100,5.48,CN,1711920002
498,tocopilla,-22.092,-70.1979,22.4,70,20,3.67,CL,1711919898
499,argo,37.6333,22.7333,17.8,58,19,1.67,GR,1711920003
500,mournies,35.4764,24.0092,16.57,67,0,1.54,GR,1711920003
501,sabang,5.8933,95.3214,28.96,72,100,2.02,ID,1711920003
502,uthai thani,15.3833,99.55,25.58,40,0,2.54,TH,1711920004
503,sokoni,-6.4333,39.55,28.1,78,54,2.73,TZ,1711920004
504,medina,24.4686,39.6142,23.24,43,20,7.72,SA,1711920004
505,choibalsan,48.0667,114.5,-12.38,87,72,1.07,MN,1711920004
506,uliastay,47.7417,96.8444,-3.06,66,25,0.19,MN,1711920004
507,palora,-1.7,-77.9333,29.06,66,85,1.41,EC,1711919775
508,fortaleza,-3.7227,-38.5247,28.07,83,40,3.09,BR,1711919609
509,jaisalmer,26.9147,70.9181,24.32,24,31,3.74,IN,1711920005
510,necochea,-38.5473,-58.7368,15.45,59,100,4.96,AR,1711920005
511,sheopur,25.6667,76.7,25.54,22,65,1.77,IN,1711920006
512,ca mau,9.1769,105.15,25.87,84,2,0.85,VN,1711920006
513,severo-yeniseyskiy,60.3725,93.0408,-11.35,93,100,4.47,RU,1711920006
514,sakakah,29.9697,40.2064,19.76,50,0,3.12,SA,1711920006
515,harbin,45.75,126.65,-4.03,45,0,3.71,CN,1711920006
516,kushiro,42.975,144.3747,1.03,72,0,5.02,JP,1711919942
517,lengshuijiang,27.6881,111.4294,20.19,93,100,0.41,CN,1711920007
518,arauco,-37.2463,-73.3175,17.13,44,100,4.81,CL,1711920007
519,dryden,49.7833,-92.7503,-0.84,55,100,6.17,CA,1711920007
520,fada,9.5667,8.3,27.11,44,100,0.97,NG,1711920007
521,bubaque,11.2833,-15.8333,24.97,73,60,9.49,GW,1711919896
522,iowa falls,42.5225,-93.2513,13.29,54,100,6.69,US,1711920008
523,orange walk,17.8333,-88.8333,33.89,41,35,4.58,BZ,1711920008
524,ust'-charyshskaya pristan',52.3934,83.6635,2.06,82,99,7.03,RU,1711920008
525,balaipungut,1.05,101.2833,24.34,96,82,1.05,ID,1711920008
526,kertih,4.5141,103.4483,25.01,94,87,0.0,MY,1711920009
527,salalah,17.0151,54.0924,26.05,61,0,2.06,OM,1711920009
528,dwarka,22.2394,68.9678,24.64,77,100,4.74,IN,1711920009
529,anar darah,32.7587,61.654,17.28,19,63,1.43,AF,1711920009
530,gobabis,-22.45,18.9667,19.04,77,48,4.89,NA,1711920009
531,oasis,33.4659,-116.0989,17.97,61,94,3.58,US,1711919760
532,federal,-30.9547,-58.7833,23.38,91,99,2.56,AR,1711920010
533,happy valley-goose bay,53.3168,-60.3315,6.17,61,75,5.14,CA,1711920010
534,al mijlad,11.0333,27.7333,28.25,8,34,8.03,SD,1711920010
535,naberera,-4.2,36.9333,17.18,97,78,2.27,TZ,1711920010
536,san fernando,15.0286,120.6898,25.85,83,94,1.04,PH,1711920011
537,udomlya,57.8794,34.9925,9.14,93,99,3.45,RU,1711920011
538,sawakin,19.1059,37.3321,25.95,78,79,5.38,SD,1711920011
539,howrah,22.5892,88.3103,29.0,79,20,4.12,IN,1711920011
540,kargil,34.5667,76.1,-14.22,79,51,1.88,IN,1711919957
541,cill airne,52.05,-9.5167,6.06,96,93,2.23,IE,1711920012
542,chuhar jamali,24.3895,67.9923,24.47,55,64,3.87,PK,1711920012
543,pahrump,36.2083,-115.9839,14.41,52,85,3.58,US,1711919773
544,letlhakeng,-24.0944,25.0298,19.66,57,32,4.2,BW,1711920012
545,iturama,-19.7281,-50.1956,27.2,70,56,1.47,BR,1711920012
546,ribas do rio pardo,-20.4431,-53.7592,25.94,83,97,2.38,BR,1711920012
547,fallon,39.4735,-118.7774,9.5,48,75,8.23,US,1711919940
548,yomju-up,39.8933,124.5981,3.66,49,9,1.23,KP,1711920013
549,kourou,5.1552,-52.6478,28.03,83,99,3.76,GF,1711920013
550,urangan,-25.3,152.9,21.22,95,100,2.68,AU,1711920013
551,sainte-menehould,49.0833,4.9,9.94,94,100,3.31,FR,1711920013
552,camocim,-2.9022,-40.8411,24.36,92,100,1.31,BR,1711920013
553,merizo village,13.2658,144.6691,27.31,92,100,8.92,GU,1711920014
554,kill devil hills,36.0307,-75.676,21.0,73,0,5.14,US,1711920014
555,faya-largeau,17.9257,19.1043,31.53,12,1,4.54,TD,1711920014
556,flin flon,54.7682,-101.865,-3.09,54,100,2.57,CA,1711920014
557,estevan,49.1334,-102.9842,2.19,35,35,1.97,CA,1711919754
558,santa ana de yacuma,-13.75,-65.4333,27.97,89,75,0.0,BO,1711920015
559,trincomalee,8.5711,81.2335,27.87,73,28,3.48,LK,1711920015
560,lakota,5.8528,-5.6883,24.87,91,69,0.44,CI,1711920016
